Date,Region,Cars
2017-04-03,Güneydoğu Anadolu Bölgesi,57011.0
2017-04-10,Güneydoğu Anadolu Bölgesi,57011.0
2017-04-17,Güneydoğu Anadolu Bölgesi,57011.0
2017-04-24,Güneydoğu Anadolu Bölgesi,57011.0
2017-05-01,Güneydoğu Anadolu Bölgesi,58304.0
2017-05-08,Güneydoğu Anadolu Bölgesi,58304.0
2017-05-15,Güneydoğu Anadolu Bölgesi,58304.0
2017-05-22,Güneydoğu Anadolu Bölgesi,58304.0
2017-05-29,Güneydoğu Anadolu Bölgesi,59483.0
2017-06-05,Güneydoğu Anadolu Bölgesi,59483.0
2017-06-12,Güneydoğu Anadolu Bölgesi,59483.0
2017-06-19,Güneydoğu Anadolu Bölgesi,59483.0
2017-06-26,Güneydoğu Anadolu Bölgesi,59483.0
2017-07-03,Güneydoğu Anadolu Bölgesi,59944.0
2017-07-10,Güneydoğu Anadolu Bölgesi,59944.0
2017-07-17,Güneydoğu Anadolu Bölgesi,59944.0
2017-07-24,Güneydoğu Anadolu Bölgesi,59944.0
2017-07-31,Güneydoğu Anadolu Bölgesi,59588.0
2017-08-07,Güneydoğu Anadolu Bölgesi,59588.0
2017-08-14,Güneydoğu Anadolu Bölgesi,59588.0
2017-08-21,Güneydoğu Anadolu Bölgesi,59588.0
2017-08-28,Güneydoğu Anadolu Bölgesi,61540.0
2017-09-04,Güneydoğu Anadolu Bölgesi,61540.0
2017-09-11,Güneydoğu Anadolu Bölgesi,61540.0
2017-09-18,Güneydoğu Anadolu Bölgesi,61540.0
2017-09-25,Güneydoğu Anadolu Bölgesi,61540.0
2017-10-02,Güneydoğu Anadolu Bölgesi,61919.0
2017-10-09,Güneydoğu Anadolu Bölgesi,61919.0
2017-10-16,Güneydoğu Anadolu Bölgesi,61919.0
2017-10-23,Güneydoğu Anadolu Bölgesi,61919.0
2017-10-30,Güneydoğu Anadolu Bölgesi,62481.0
2017-11-06,Güneydoğu Anadolu Bölgesi,62481.0
2017-11-13,Güneydoğu Anadolu Bölgesi,62481.0
2017-11-20,Güneydoğu Anadolu Bölgesi,62481.0
2017-11-27,Güneydoğu Anadolu Bölgesi,62481.0
2017-12-04,Güneydoğu Anadolu Bölgesi,64336.0
2017-12-11,Güneydoğu Anadolu Bölgesi,64336.0
2017-12-18,Güneydoğu Anadolu Bölgesi,64336.0
2017-12-25,Güneydoğu Anadolu Bölgesi,64336.0
2018-01-01,Güneydoğu Anadolu Bölgesi,64346.0
2018-01-08,Güneydoğu Anadolu Bölgesi,64346.0
2018-01-15,Güneydoğu Anadolu Bölgesi,64346.0
2018-01-22,Güneydoğu Anadolu Bölgesi,64346.0
2018-01-29,Güneydoğu Anadolu Bölgesi,64915.0
2018-02-05,Güneydoğu Anadolu Bölgesi,64915.0
2018-02-12,Güneydoğu Anadolu Bölgesi,64915.0
2018-02-19,Güneydoğu Anadolu Bölgesi,64915.0
2018-02-26,Güneydoğu Anadolu Bölgesi,64915.0
2018-03-05,Güneydoğu Anadolu Bölgesi,64674.0
2018-03-12,Güneydoğu Anadolu Bölgesi,64674.0
2018-03-19,Güneydoğu Anadolu Bölgesi,64674.0
2018-03-26,Güneydoğu Anadolu Bölgesi,64674.0
2018-04-02,Güneydoğu Anadolu Bölgesi,64776.0
2018-04-09,Güneydoğu Anadolu Bölgesi,64776.0
2018-04-16,Güneydoğu Anadolu Bölgesi,64776.0
2018-04-23,Güneydoğu Anadolu Bölgesi,64776.0
2018-04-30,Güneydoğu Anadolu Bölgesi,63793.0
2018-05-07,Güneydoğu Anadolu Bölgesi,63793.0
2018-05-14,Güneydoğu Anadolu Bölgesi,63793.0
2018-05-21,Güneydoğu Anadolu Bölgesi,63793.0
2018-05-28,Güneydoğu Anadolu Bölgesi,63793.0
2018-06-04,Güneydoğu Anadolu Bölgesi,63354.0
2018-06-11,Güneydoğu Anadolu Bölgesi,63354.0
2018-06-18,Güneydoğu Anadolu Bölgesi,63354.0
2018-06-25,Güneydoğu Anadolu Bölgesi,63354.0
2018-07-02,Güneydoğu Anadolu Bölgesi,62519.0
2018-07-09,Güneydoğu Anadolu Bölgesi,62519.0
2018-07-16,Güneydoğu Anadolu Bölgesi,62519.0
2018-07-23,Güneydoğu Anadolu Bölgesi,62519.0
2018-07-30,Güneydoğu Anadolu Bölgesi,61248.0
2018-08-06,Güneydoğu Anadolu Bölgesi,61248.0
2018-08-13,Güneydoğu Anadolu Bölgesi,61248.0
2018-08-20,Güneydoğu Anadolu Bölgesi,61248.0
2018-08-27,Güneydoğu Anadolu Bölgesi,61248.0
2018-09-03,Güneydoğu Anadolu Bölgesi,59910.0
2018-09-10,Güneydoğu Anadolu Bölgesi,59910.0
2018-09-17,Güneydoğu Anadolu Bölgesi,59910.0
2018-09-24,Güneydoğu Anadolu Bölgesi,59910.0
2018-10-01,Güneydoğu Anadolu Bölgesi,57690.0
2018-10-08,Güneydoğu Anadolu Bölgesi,57690.0
2018-10-15,Güneydoğu Anadolu Bölgesi,57690.0
2018-10-22,Güneydoğu Anadolu Bölgesi,57690.0
2018-10-29,Güneydoğu Anadolu Bölgesi,55442.0
2018-11-05,Güneydoğu Anadolu Bölgesi,55442.0
2018-11-12,Güneydoğu Anadolu Bölgesi,55442.0
2018-11-19,Güneydoğu Anadolu Bölgesi,55442.0
2018-11-26,Güneydoğu Anadolu Bölgesi,55442.0
2018-12-03,Güneydoğu Anadolu Bölgesi,51388.0
2018-12-10,Güneydoğu Anadolu Bölgesi,51388.0
2018-12-17,Güneydoğu Anadolu Bölgesi,51388.0
2018-12-24,Güneydoğu Anadolu Bölgesi,51388.0
2018-12-31,Güneydoğu Anadolu Bölgesi,49096.0
2019-01-07,Güneydoğu Anadolu Bölgesi,49096.0
2019-01-14,Güneydoğu Anadolu Bölgesi,49096.0
2019-01-21,Güneydoğu Anadolu Bölgesi,49096.0
2019-01-28,Güneydoğu Anadolu Bölgesi,47243.0
2019-02-04,Güneydoğu Anadolu Bölgesi,47243.0
2019-02-11,Güneydoğu Anadolu Bölgesi,47243.0
2019-02-18,Güneydoğu Anadolu Bölgesi,47243.0
2019-02-25,Güneydoğu Anadolu Bölgesi,47243.0
2019-03-04,Güneydoğu Anadolu Bölgesi,44157.0
2019-03-11,Güneydoğu Anadolu Bölgesi,44157.0
2019-03-18,Güneydoğu Anadolu Bölgesi,44157.0
2019-03-25,Güneydoğu Anadolu Bölgesi,44157.0
2019-04-01,Güneydoğu Anadolu Bölgesi,42471.0
2019-04-08,Güneydoğu Anadolu Bölgesi,42471.0
2019-04-15,Güneydoğu Anadolu Bölgesi,42471.0
2019-04-22,Güneydoğu Anadolu Bölgesi,42471.0
2019-04-29,Güneydoğu Anadolu Bölgesi,40471.0
2019-05-06,Güneydoğu Anadolu Bölgesi,40471.0
2019-05-13,Güneydoğu Anadolu Bölgesi,40471.0
2019-05-20,Güneydoğu Anadolu Bölgesi,40471.0
2019-05-27,Güneydoğu Anadolu Bölgesi,40471.0
2019-06-03,Güneydoğu Anadolu Bölgesi,37886.0
2019-06-10,Güneydoğu Anadolu Bölgesi,37886.0
2019-06-17,Güneydoğu Anadolu Bölgesi,37886.0
2019-06-24,Güneydoğu Anadolu Bölgesi,37886.0
2019-07-01,Güneydoğu Anadolu Bölgesi,36290.0
2019-07-08,Güneydoğu Anadolu Bölgesi,36290.0
2019-07-15,Güneydoğu Anadolu Bölgesi,36290.0
2019-07-22,Güneydoğu Anadolu Bölgesi,36290.0
2019-07-29,Güneydoğu Anadolu Bölgesi,35643.0
2019-08-05,Güneydoğu Anadolu Bölgesi,35643.0
2019-08-12,Güneydoğu Anadolu Bölgesi,35643.0
2019-08-19,Güneydoğu Anadolu Bölgesi,35643.0
2019-08-26,Güneydoğu Anadolu Bölgesi,35643.0
2019-09-02,Güneydoğu Anadolu Bölgesi,34150.0
2019-09-09,Güneydoğu Anadolu Bölgesi,34150.0
2019-09-16,Güneydoğu Anadolu Bölgesi,34150.0
2019-09-23,Güneydoğu Anadolu Bölgesi,34150.0
2019-09-30,Güneydoğu Anadolu Bölgesi,33238.0
2019-10-07,Güneydoğu Anadolu Bölgesi,33238.0
2019-10-14,Güneydoğu Anadolu Bölgesi,33238.0
2019-10-21,Güneydoğu Anadolu Bölgesi,33238.0
2019-10-28,Güneydoğu Anadolu Bölgesi,33238.0
2019-11-04,Güneydoğu Anadolu Bölgesi,33804.0
2019-11-11,Güneydoğu Anadolu Bölgesi,33804.0
2019-11-18,Güneydoğu Anadolu Bölgesi,33804.0
2019-11-25,Güneydoğu Anadolu Bölgesi,33804.0
2019-12-02,Güneydoğu Anadolu Bölgesi,34728.0
2019-12-09,Güneydoğu Anadolu Bölgesi,34728.0
2019-12-16,Güneydoğu Anadolu Bölgesi,34728.0
2019-12-23,Güneydoğu Anadolu Bölgesi,34728.0
2019-12-30,Güneydoğu Anadolu Bölgesi,34392.0
2014-01-06,Karadeniz Bölgesi,
2014-01-13,Karadeniz Bölgesi,
2014-01-20,Karadeniz Bölgesi,
2014-01-27,Karadeniz Bölgesi,
2014-02-03,Karadeniz Bölgesi,
2014-02-10,Karadeniz Bölgesi,
2014-02-17,Karadeniz Bölgesi,
2014-02-24,Karadeniz Bölgesi,
2014-03-03,Karadeniz Bölgesi,
2014-03-10,Karadeniz Bölgesi,
2014-03-17,Karadeniz Bölgesi,
2014-03-24,Karadeniz Bölgesi,
2014-03-31,Karadeniz Bölgesi,
2014-04-07,Karadeniz Bölgesi,
2014-04-14,Karadeniz Bölgesi,
2014-04-21,Karadeniz Bölgesi,
2014-04-28,Karadeniz Bölgesi,
2014-05-05,Karadeniz Bölgesi,
2014-05-12,Karadeniz Bölgesi,
2014-05-19,Karadeniz Bölgesi,
2014-05-26,Karadeniz Bölgesi,
2014-06-02,Karadeniz Bölgesi,
2014-06-09,Karadeniz Bölgesi,
2014-06-16,Karadeniz Bölgesi,
2014-06-23,Karadeniz Bölgesi,
2014-06-30,Karadeniz Bölgesi,
2014-07-07,Karadeniz Bölgesi,
2014-07-14,Karadeniz Bölgesi,
2014-07-21,Karadeniz Bölgesi,
2014-07-28,Karadeniz Bölgesi,
2014-08-04,Karadeniz Bölgesi,
2014-08-11,Karadeniz Bölgesi,
2014-08-18,Karadeniz Bölgesi,
2014-08-25,Karadeniz Bölgesi,
2014-09-01,Karadeniz Bölgesi,
2014-09-08,Karadeniz Bölgesi,
2014-09-15,Karadeniz Bölgesi,
2014-09-22,Karadeniz Bölgesi,
2014-09-29,Karadeniz Bölgesi,
2014-10-06,Karadeniz Bölgesi,
2014-10-13,Karadeniz Bölgesi,
2014-10-20,Karadeniz Bölgesi,
2014-10-27,Karadeniz Bölgesi,
2014-11-03,Karadeniz Bölgesi,
2014-11-10,Karadeniz Bölgesi,
2014-11-17,Karadeniz Bölgesi,
2014-11-24,Karadeniz Bölgesi,
2014-12-01,Karadeniz Bölgesi,50255.0
2014-12-08,Karadeniz Bölgesi,50255.0
2014-12-15,Karadeniz Bölgesi,50255.0
2014-12-22,Karadeniz Bölgesi,50255.0
2014-12-29,Karadeniz Bölgesi,50235.0
2015-01-05,Karadeniz Bölgesi,50235.0
2015-01-12,Karadeniz Bölgesi,50235.0
2015-01-19,Karadeniz Bölgesi,50235.0
2015-01-26,Karadeniz Bölgesi,50235.0
2015-02-02,Karadeniz Bölgesi,51111.0
2015-02-09,Karadeniz Bölgesi,51111.0
2015-02-16,Karadeniz Bölgesi,51111.0
2015-02-23,Karadeniz Bölgesi,51111.0
2015-03-02,Karadeniz Bölgesi,51598.0
2015-03-09,Karadeniz Bölgesi,51598.0
2015-03-16,Karadeniz Bölgesi,51598.0
2015-03-23,Karadeniz Bölgesi,51598.0
2015-03-30,Karadeniz Bölgesi,51598.0
2015-04-06,Karadeniz Bölgesi,52461.0
2015-04-13,Karadeniz Bölgesi,52461.0
2015-04-20,Karadeniz Bölgesi,52461.0
2015-04-27,Karadeniz Bölgesi,52461.0
2015-05-04,Karadeniz Bölgesi,54866.0
2015-05-11,Karadeniz Bölgesi,54866.0
2015-05-18,Karadeniz Bölgesi,54866.0
2015-05-25,Karadeniz Bölgesi,54866.0
2015-06-01,Karadeniz Bölgesi,57157.0
2015-06-08,Karadeniz Bölgesi,57157.0
2015-06-15,Karadeniz Bölgesi,57157.0
2015-06-22,Karadeniz Bölgesi,57157.0
2015-06-29,Karadeniz Bölgesi,58669.0
2015-07-06,Karadeniz Bölgesi,58669.0
2015-07-13,Karadeniz Bölgesi,58669.0
2015-07-20,Karadeniz Bölgesi,58669.0
2015-07-27,Karadeniz Bölgesi,58669.0
2015-08-03,Karadeniz Bölgesi,59536.0
2015-08-10,Karadeniz Bölgesi,59536.0
2015-08-17,Karadeniz Bölgesi,59536.0
2015-08-24,Karadeniz Bölgesi,59536.0
2015-08-31,Karadeniz Bölgesi,61026.0
2015-09-07,Karadeniz Bölgesi,61026.0
2015-09-14,Karadeniz Bölgesi,61026.0
2015-09-21,Karadeniz Bölgesi,61026.0
2015-09-28,Karadeniz Bölgesi,61966.0
2015-10-05,Karadeniz Bölgesi,61966.0
2015-10-12,Karadeniz Bölgesi,61966.0
2015-10-19,Karadeniz Bölgesi,61966.0
2015-10-26,Karadeniz Bölgesi,61966.0
2015-11-02,Karadeniz Bölgesi,61957.0
2015-11-09,Karadeniz Bölgesi,61957.0
2015-11-16,Karadeniz Bölgesi,61957.0
2015-11-23,Karadeniz Bölgesi,61957.0
2015-11-30,Karadeniz Bölgesi,61811.0
2015-12-07,Karadeniz Bölgesi,61811.0
2015-12-14,Karadeniz Bölgesi,61811.0
2015-12-21,Karadeniz Bölgesi,61811.0
2015-12-28,Karadeniz Bölgesi,61811.0
2016-01-04,Karadeniz Bölgesi,61724.0
2016-01-11,Karadeniz Bölgesi,61724.0
2016-01-18,Karadeniz Bölgesi,61724.0
2016-01-25,Karadeniz Bölgesi,61724.0
2016-02-01,Karadeniz Bölgesi,63386.0
2016-02-08,Karadeniz Bölgesi,63386.0
2016-02-15,Karadeniz Bölgesi,63386.0
2016-02-22,Karadeniz Bölgesi,63386.0
2016-02-29,Karadeniz Bölgesi,62319.0
2016-03-07,Karadeniz Bölgesi,62319.0
2016-03-14,Karadeniz Bölgesi,62319.0
2016-03-21,Karadeniz Bölgesi,62319.0
2016-03-28,Karadeniz Bölgesi,62319.0
2016-04-04,Karadeniz Bölgesi,62329.0
2016-04-11,Karadeniz Bölgesi,62329.0
2016-04-18,Karadeniz Bölgesi,62329.0
2016-04-25,Karadeniz Bölgesi,62329.0
2016-05-02,Karadeniz Bölgesi,62549.0
2016-05-09,Karadeniz Bölgesi,62549.0
2016-05-16,Karadeniz Bölgesi,62549.0
2016-05-23,Karadeniz Bölgesi,62549.0
2016-05-30,Karadeniz Bölgesi,62209.0
2016-06-06,Karadeniz Bölgesi,62209.0
2016-06-13,Karadeniz Bölgesi,62209.0
2016-06-20,Karadeniz Bölgesi,62209.0
2016-06-27,Karadeniz Bölgesi,62209.0
2016-07-04,Karadeniz Bölgesi,62771.0
2016-07-11,Karadeniz Bölgesi,62771.0
2016-07-18,Karadeniz Bölgesi,62771.0
2016-07-25,Karadeniz Bölgesi,62771.0
2016-08-01,Karadeniz Bölgesi,63715.0
2016-08-08,Karadeniz Bölgesi,63715.0
2016-08-15,Karadeniz Bölgesi,63715.0
2016-08-22,Karadeniz Bölgesi,63715.0
2016-08-29,Karadeniz Bölgesi,62696.0
2016-09-05,Karadeniz Bölgesi,62696.0
2016-09-12,Karadeniz Bölgesi,62696.0
2016-09-19,Karadeniz Bölgesi,62696.0
2016-09-26,Karadeniz Bölgesi,62696.0
2016-10-03,Karadeniz Bölgesi,62539.0
2016-10-10,Karadeniz Bölgesi,62539.0
2016-10-17,Karadeniz Bölgesi,62539.0
2016-10-24,Karadeniz Bölgesi,62539.0
2016-10-31,Karadeniz Bölgesi,62948.0
2016-11-07,Karadeniz Bölgesi,62948.0
2016-11-14,Karadeniz Bölgesi,62948.0
2016-11-21,Karadeniz Bölgesi,62948.0
2016-11-28,Karadeniz Bölgesi,64133.0
2016-12-05,Karadeniz Bölgesi,64133.0
2016-12-12,Karadeniz Bölgesi,64133.0
2016-12-19,Karadeniz Bölgesi,64133.0
2016-12-26,Karadeniz Bölgesi,64133.0
2017-01-02,Karadeniz Bölgesi,66664.0
2017-01-09,Karadeniz Bölgesi,66664.0
2017-01-16,Karadeniz Bölgesi,66664.0
2017-01-23,Karadeniz Bölgesi,66664.0
2017-01-30,Karadeniz Bölgesi,66282.0
2017-02-06,Karadeniz Bölgesi,66282.0
2017-02-13,Karadeniz Bölgesi,66282.0
2017-02-20,Karadeniz Bölgesi,66282.0
2017-02-27,Karadeniz Bölgesi,66282.0
2017-03-06,Karadeniz Bölgesi,68009.0
2017-03-13,Karadeniz Bölgesi,68009.0
2017-03-20,Karadeniz Bölgesi,68009.0
2017-03-27,Karadeniz Bölgesi,68009.0
2017-04-03,Karadeniz Bölgesi,67868.0
2017-04-10,Karadeniz Bölgesi,67868.0
2017-04-17,Karadeniz Bölgesi,67868.0
2017-04-24,Karadeniz Bölgesi,67868.0
2017-05-01,Karadeniz Bölgesi,69097.0
2017-05-08,Karadeniz Bölgesi,69097.0
2017-05-15,Karadeniz Bölgesi,69097.0
2017-05-22,Karadeniz Bölgesi,69097.0
2017-05-29,Karadeniz Bölgesi,69376.0
2017-06-05,Karadeniz Bölgesi,69376.0
2017-06-12,Karadeniz Bölgesi,69376.0
2017-06-19,Karadeniz Bölgesi,69376.0
2017-06-26,Karadeniz Bölgesi,69376.0
2017-07-03,Karadeniz Bölgesi,69045.0
2017-07-10,Karadeniz Bölgesi,69045.0
2017-07-17,Karadeniz Bölgesi,69045.0
2017-07-24,Karadeniz Bölgesi,69045.0
2017-07-31,Karadeniz Bölgesi,68548.0
2017-08-07,Karadeniz Bölgesi,68548.0
2017-08-14,Karadeniz Bölgesi,68548.0
2017-08-21,Karadeniz Bölgesi,68548.0
2017-08-28,Karadeniz Bölgesi,70357.0
2017-09-04,Karadeniz Bölgesi,70357.0
2017-09-11,Karadeniz Bölgesi,70357.0
2017-09-18,Karadeniz Bölgesi,70357.0
2017-09-25,Karadeniz Bölgesi,70357.0
2017-10-02,Karadeniz Bölgesi,70710.0
2017-10-09,Karadeniz Bölgesi,70710.0
2017-10-16,Karadeniz Bölgesi,70710.0
2017-10-23,Karadeniz Bölgesi,70710.0
2017-10-30,Karadeniz Bölgesi,70822.0
2017-11-06,Karadeniz Bölgesi,70822.0
2017-11-13,Karadeniz Bölgesi,70822.0
2017-11-20,Karadeniz Bölgesi,70822.0
2017-11-27,Karadeniz Bölgesi,70822.0
2017-12-04,Karadeniz Bölgesi,71413.0
2017-12-11,Karadeniz Bölgesi,71413.0
2017-12-18,Karadeniz Bölgesi,71413.0
2017-12-25,Karadeniz Bölgesi,71413.0
2018-01-01,Karadeniz Bölgesi,69725.0
2018-01-08,Karadeniz Bölgesi,69725.0
2018-01-15,Karadeniz Bölgesi,69725.0
2018-01-22,Karadeniz Bölgesi,69725.0
2018-01-29,Karadeniz Bölgesi,69167.0
2018-02-05,Karadeniz Bölgesi,69167.0
2018-02-12,Karadeniz Bölgesi,69167.0
2018-02-19,Karadeniz Bölgesi,69167.0
2018-02-26,Karadeniz Bölgesi,69167.0
2018-03-05,Karadeniz Bölgesi,67713.0
2018-03-12,Karadeniz Bölgesi,67713.0
2018-03-19,Karadeniz Bölgesi,67713.0
2018-03-26,Karadeniz Bölgesi,67713.0
2018-04-02,Karadeniz Bölgesi,67633.0
2018-04-09,Karadeniz Bölgesi,67633.0
2018-04-16,Karadeniz Bölgesi,67633.0
2018-04-23,Karadeniz Bölgesi,67633.0
2018-04-30,Karadeniz Bölgesi,65358.0
2018-05-07,Karadeniz Bölgesi,65358.0
2018-05-14,Karadeniz Bölgesi,65358.0
2018-05-21,Karadeniz Bölgesi,65358.0
2018-05-28,Karadeniz Bölgesi,65358.0
2018-06-04,Karadeniz Bölgesi,63906.0
2018-06-11,Karadeniz Bölgesi,63906.0
2018-06-18,Karadeniz Bölgesi,63906.0
2018-06-25,Karadeniz Bölgesi,63906.0
2018-07-02,Karadeniz Bölgesi,62848.0
2018-07-09,Karadeniz Bölgesi,62848.0
2018-07-16,Karadeniz Bölgesi,62848.0
2018-07-23,Karadeniz Bölgesi,62848.0
2018-07-30,Karadeniz Bölgesi,61667.0
2018-08-06,Karadeniz Bölgesi,61667.0
2018-08-13,Karadeniz Bölgesi,61667.0
2018-08-20,Karadeniz Bölgesi,61667.0
2018-08-27,Karadeniz Bölgesi,61667.0
2018-09-03,Karadeniz Bölgesi,59310.0
2018-09-10,Karadeniz Bölgesi,59310.0
2018-09-17,Karadeniz Bölgesi,59310.0
2018-09-24,Karadeniz Bölgesi,59310.0
2018-10-01,Karadeniz Bölgesi,56801.0
2018-10-08,Karadeniz Bölgesi,56801.0
2018-10-15,Karadeniz Bölgesi,56801.0
2018-10-22,Karadeniz Bölgesi,56801.0
2018-10-29,Karadeniz Bölgesi,54531.0
2018-11-05,Karadeniz Bölgesi,54531.0
2018-11-12,Karadeniz Bölgesi,54531.0
2018-11-19,Karadeniz Bölgesi,54531.0
2018-11-26,Karadeniz Bölgesi,54531.0
2018-12-03,Karadeniz Bölgesi,50601.0
2018-12-10,Karadeniz Bölgesi,50601.0
2018-12-17,Karadeniz Bölgesi,50601.0
2018-12-24,Karadeniz Bölgesi,50601.0
2018-12-31,Karadeniz Bölgesi,48723.0
2019-01-07,Karadeniz Bölgesi,48723.0
2019-01-14,Karadeniz Bölgesi,48723.0
2019-01-21,Karadeniz Bölgesi,48723.0
2019-01-28,Karadeniz Bölgesi,46341.0
2019-02-04,Karadeniz Bölgesi,46341.0
2019-02-11,Karadeniz Bölgesi,46341.0
2019-02-18,Karadeniz Bölgesi,46341.0
2019-02-25,Karadeniz Bölgesi,46341.0
2019-03-04,Karadeniz Bölgesi,43584.0
2019-03-11,Karadeniz Bölgesi,43584.0
2019-03-18,Karadeniz Bölgesi,43584.0
2019-03-25,Karadeniz Bölgesi,43584.0
2019-04-01,Karadeniz Bölgesi,42051.0
2019-04-08,Karadeniz Bölgesi,42051.0
2019-04-15,Karadeniz Bölgesi,42051.0
2019-04-22,Karadeniz Bölgesi,42051.0
2019-04-29,Karadeniz Bölgesi,40378.0
2019-05-06,Karadeniz Bölgesi,40378.0
2019-05-13,Karadeniz Bölgesi,40378.0
2019-05-20,Karadeniz Bölgesi,40378.0
2019-05-27,Karadeniz Bölgesi,40378.0
2019-06-03,Karadeniz Bölgesi,38507.0
2019-06-10,Karadeniz Bölgesi,38507.0
2019-06-17,Karadeniz Bölgesi,38507.0
2019-06-24,Karadeniz Bölgesi,38507.0
2019-07-01,Karadeniz Bölgesi,36716.0
2019-07-08,Karadeniz Bölgesi,36716.0
2019-07-15,Karadeniz Bölgesi,36716.0
2019-07-22,Karadeniz Bölgesi,36716.0
2019-07-29,Karadeniz Bölgesi,35490.0
2019-08-05,Karadeniz Bölgesi,35490.0
2019-08-12,Karadeniz Bölgesi,35490.0
2019-08-19,Karadeniz Bölgesi,35490.0
2019-08-26,Karadeniz Bölgesi,35490.0
2019-09-02,Karadeniz Bölgesi,33925.0
2019-09-09,Karadeniz Bölgesi,33925.0
2019-09-16,Karadeniz Bölgesi,33925.0
2019-09-23,Karadeniz Bölgesi,33925.0
2019-09-30,Karadeniz Bölgesi,32966.0
2019-10-07,Karadeniz Bölgesi,32966.0
2019-10-14,Karadeniz Bölgesi,32966.0
2019-10-21,Karadeniz Bölgesi,32966.0
2019-10-28,Karadeniz Bölgesi,32966.0
2019-11-04,Karadeniz Bölgesi,33186.0
2019-11-11,Karadeniz Bölgesi,33186.0
2019-11-18,Karadeniz Bölgesi,33186.0
2019-11-25,Karadeniz Bölgesi,33186.0
2019-12-02,Karadeniz Bölgesi,34697.0
2019-12-09,Karadeniz Bölgesi,34697.0
2019-12-16,Karadeniz Bölgesi,34697.0
2019-12-23,Karadeniz Bölgesi,34697.0
2019-12-30,Karadeniz Bölgesi,34532.0
2014-01-06,Marmara Bölgesi,
2014-01-13,Marmara Bölgesi,
2014-01-20,Marmara Bölgesi,
2014-01-27,Marmara Bölgesi,
2014-02-03,Marmara Bölgesi,
2014-02-10,Marmara Bölgesi,
2014-02-17,Marmara Bölgesi,
2014-02-24,Marmara Bölgesi,
2014-03-03,Marmara Bölgesi,
2014-03-10,Marmara Bölgesi,
2014-03-17,Marmara Bölgesi,
2014-03-24,Marmara Bölgesi,
2014-03-31,Marmara Bölgesi,
2014-04-07,Marmara Bölgesi,
2014-04-14,Marmara Bölgesi,
2014-04-21,Marmara Bölgesi,
2014-04-28,Marmara Bölgesi,
2014-05-05,Marmara Bölgesi,
2014-05-12,Marmara Bölgesi,
2014-05-19,Marmara Bölgesi,
2014-05-26,Marmara Bölgesi,
2014-06-02,Marmara Bölgesi,
2014-06-09,Marmara Bölgesi,
2014-06-16,Marmara Bölgesi,
2014-06-23,Marmara Bölgesi,
2014-06-30,Marmara Bölgesi,
2014-07-07,Marmara Bölgesi,
2014-07-14,Marmara Bölgesi,
2014-07-21,Marmara Bölgesi,
2014-07-28,Marmara Bölgesi,
2014-08-04,Marmara Bölgesi,
2014-08-11,Marmara Bölgesi,
2014-08-18,Marmara Bölgesi,
2014-08-25,Marmara Bölgesi,
2014-09-01,Marmara Bölgesi,
2014-09-08,Marmara Bölgesi,
2014-09-15,Marmara Bölgesi,
2014-09-22,Marmara Bölgesi,
2014-09-29,Marmara Bölgesi,
2014-10-06,Marmara Bölgesi,
2014-10-13,Marmara Bölgesi,
2014-10-20,Marmara Bölgesi,
2014-10-27,Marmara Bölgesi,
2014-11-03,Marmara Bölgesi,
2014-11-10,Marmara Bölgesi,
2014-11-17,Marmara Bölgesi,
2014-11-24,Marmara Bölgesi,
2014-12-01,Marmara Bölgesi,489456.0
2014-12-08,Marmara Bölgesi,489456.0
2014-12-15,Marmara Bölgesi,489456.0
2014-12-22,Marmara Bölgesi,489456.0
2014-12-29,Marmara Bölgesi,489590.0
2015-01-05,Marmara Bölgesi,489590.0
2015-01-12,Marmara Bölgesi,489590.0
2015-01-19,Marmara Bölgesi,489590.0
2015-01-26,Marmara Bölgesi,489590.0
2015-02-02,Marmara Bölgesi,496662.0
2015-02-09,Marmara Bölgesi,496662.0
2015-02-16,Marmara Bölgesi,496662.0
2015-02-23,Marmara Bölgesi,496662.0
2015-03-02,Marmara Bölgesi,503660.0
2015-03-09,Marmara Bölgesi,503660.0
2015-03-16,Marmara Bölgesi,503660.0
2015-03-23,Marmara Bölgesi,503660.0
2015-03-30,Marmara Bölgesi,503660.0
2015-04-06,Marmara Bölgesi,509787.0
2015-04-13,Marmara Bölgesi,509787.0
2015-04-20,Marmara Bölgesi,509787.0
2015-04-27,Marmara Bölgesi,509787.0
2015-05-04,Marmara Bölgesi,531711.0
2015-05-11,Marmara Bölgesi,531711.0
2015-05-18,Marmara Bölgesi,531711.0
2015-05-25,Marmara Bölgesi,531711.0
2015-06-01,Marmara Bölgesi,551921.0
2015-06-08,Marmara Bölgesi,551921.0
2015-06-15,Marmara Bölgesi,551921.0
2015-06-22,Marmara Bölgesi,551921.0
2015-06-29,Marmara Bölgesi,564768.0
2015-07-06,Marmara Bölgesi,564768.0
2015-07-13,Marmara Bölgesi,564768.0
2015-07-20,Marmara Bölgesi,564768.0
2015-07-27,Marmara Bölgesi,564768.0
2015-08-03,Marmara Bölgesi,573777.0
2015-08-10,Marmara Bölgesi,573777.0
2015-08-17,Marmara Bölgesi,573777.0
2015-08-24,Marmara Bölgesi,573777.0
2015-08-31,Marmara Bölgesi,591779.0
2015-09-07,Marmara Bölgesi,591779.0
2015-09-14,Marmara Bölgesi,591779.0
2015-09-21,Marmara Bölgesi,591779.0
